Total rows: 523
data,produto_id,produto_nome,loja_id,loja_nome,venda_fonte,venda_qtd,venda_valor,envio_qtd_solicitada,envio_qtd_enviada,consumo_fabrica_qtd
2026-05-23,1029,BOMBOM DE UVA,4,Lago Sul,degust,1.00,18.00,0,0,0
2026-05-23,1029,BOMBOM DE UVA,5,Águas Claras,degust,6.00,108.00,0,0,0
2026-05-23,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,6.00,108.00,0,0,0
2026-05-23,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,3.00,117.00,0,0,0
2026-05-23,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,4.00,156.00,0,0,0
2026-05-24,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,18.00,324.00,0,0,0
2026-05-24,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,0,0,0,0
2026-05-24,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,3.00,54.00,0,0,0
2026-05-24,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,10.00,180.00,0,0,0
2026-05-24,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,2.00,36.00,0,0,0
2026-05-24,1029,BOMBOM DE UVA,2,Asa Sul,degust,2.00,36.00,0,0,0
2026-05-24,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,0,0,0,0
2026-05-24,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-05-24,1029,BOMBOM DE UVA,4,Lago Sul,degust,2.00,36.00,0,0,0
2026-05-24,1029,BOMBOM DE UVA,5,Águas Claras,degust,9.00,162.00,0,0,0
2026-05-24,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,3.00,54.00,0,0,0
2026-05-24,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,2.00,78.00,0,0,0
2026-05-24,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,1.00,39.00,0,0,0
2026-05-25,1028,BOMBOM DE MORANGO,1,Fábrica,,0,0,0,0,403
2026-05-25,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-05-25,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,22.00,396.00,0,0,0
2026-05-25,1028,BOMBOM DE MORANGO,2,Asa Sul,,0,0,2,2,0
2026-05-25,1028,BOMBOM DE MORANGO,3,Asa Norte,,0,0,2,2,0
2026-05-25,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,1.00,18.00,0,0,0
2026-05-25,1028,BOMBOM DE MORANGO,5,Águas Claras,,0,0,1,1,0
2026-05-25,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,3.00,0,0,0,0
2026-05-25,1029,BOMBOM DE UVA,1,Fábrica,,0,0,0,0,249
2026-05-25,1029,BOMBOM DE UVA,2,Asa Sul,,0,0,1,1,0
2026-05-25,1029,BOMBOM DE UVA,2,Asa Sul,degust,7.00,126.00,0,0,0
2026-05-25,1029,BOMBOM DE UVA,3,Asa Norte,,0,0,2,2,0
2026-05-25,1029,BOMBOM DE UVA,4,Lago Sul,degust,7.00,126.00,0,0,0
2026-05-25,1029,BOMBOM DE UVA,5,Águas Claras,degust,3.00,0,0,0,0
2026-05-25,1029,BOMBOM DE UVA,5,Águas Claras,,0,0,1,1,0
2026-05-25,1029,BOMBOM DE UVA,5,Águas Claras,degust,1.00,85.00,0,0,0
2026-05-25,1029,BOMBOM DE UVA,5,Águas Claras,degust,5.00,90.00,0,0,0
2026-05-25,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,10.00,184.00,0,0,0
2026-05-25,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,1.00,85.00,0,0,0
2026-05-25,1342,DOCE NO POTE CASADINHO,2,Asa Sul,,0,0,1,1,0
2026-05-25,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,4.00,156.00,0,0,0
2026-05-25,1342,DOCE NO POTE CASADINHO,5,Águas Claras,,0,0,2,2,0
2026-05-26,1028,BOMBOM DE MORANGO,1,Fábrica,,0,0,0,0,234
2026-05-26,1028,BOMBOM DE MORANGO,2,Asa Sul,,0,0,2,2,0
2026-05-26,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,18.00,324.00,0,0,0
2026-05-26,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,2.00,170.00,0,0,0
2026-05-26,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,2.00,170.00,0,0,0
2026-05-26,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,16.00,288.00,0,0,0
2026-05-26,1028,BOMBOM DE MORANGO,3,Asa Norte,,0,0,1,1,0
2026-05-26,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,1.00,85.00,0,0,0
2026-05-26,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,2.00,36.00,0,0,0
2026-05-26,1028,BOMBOM DE MORANGO,5,Águas Claras,,0,0,1,1,0
2026-05-26,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,8.00,144.00,0,0,0
2026-05-26,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,2.00,170.00,0,0,0
2026-05-26,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,14.00,252.00,0,0,0
2026-05-26,1028,BOMBOM DE MORANGO,6,Brasília Shopping,,0,0,1,0,0
2026-05-26,1029,BOMBOM DE UVA,2,Asa Sul,degust,3.00,54.00,0,0,0
2026-05-26,1029,BOMBOM DE UVA,3,Asa Norte,degust,5.00,90.00,0,0,0
2026-05-26,1029,BOMBOM DE UVA,3,Asa Norte,,0,0,1,1,0
2026-05-26,1029,BOMBOM DE UVA,4,Lago Sul,degust,1.00,18.00,0,0,0
2026-05-26,1029,BOMBOM DE UVA,5,Águas Claras,,0,0,1,1,0
2026-05-26,1029,BOMBOM DE UVA,5,Águas Claras,degust,2.00,36.00,0,0,0
2026-05-26,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,2.00,44.00,0,0,0
2026-05-26,1029,BOMBOM DE UVA,6,Brasília Shopping,,0,0,1,0,0
2026-05-26,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,7.00,126.00,0,0,0
2026-05-26,1342,DOCE NO POTE CASADINHO,2,Asa Sul,,0,0,2,2,0
2026-05-26,1342,DOCE NO POTE CASADINHO,3,Asa Norte,,0,0,1,1,0
2026-05-27,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,85.00,0,0,0
2026-05-27,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,16.00,288.00,0,0,0
2026-05-27,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,14.00,252.00,0,0,0
2026-05-27,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,9.00,162.00,0,0,0
2026-05-27,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,1.00,0,0,0,0
2026-05-27,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,18.00,324.00,0,0,0
2026-05-27,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,7.00,154.00,0,0,0
2026-05-27,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,1.00,85.00,0,0,0
2026-05-27,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,29.00,522.00,0,0,0
2026-05-27,1029,BOMBOM DE UVA,1,Fábrica,,0,0,0,0,325
2026-05-27,1029,BOMBOM DE UVA,2,Asa Sul,degust,3.00,54.00,0,0,0
2026-05-27,1029,BOMBOM DE UVA,3,Asa Norte,degust,9.00,162.00,0,0,0
2026-05-27,1029,BOMBOM DE UVA,4,Lago Sul,degust,7.00,126.00,0,0,0
2026-05-27,1029,BOMBOM DE UVA,4,Lago Sul,degust,1.00,85.00,0,0,0
2026-05-27,1029,BOMBOM DE UVA,5,Águas Claras,degust,1.00,0,0,0,0
2026-05-27,1029,BOMBOM DE UVA,5,Águas Claras,degust,6.00,108.00,0,0,0
2026-05-27,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,10.00,184.00,0,0,0
2026-05-27,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,1.00,85.00,0,0,0
2026-05-27,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,1.00,22.00,0,0,0
2026-05-27,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,1.00,39.00,0,0,0
2026-05-27,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,3.00,129.00,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,2.00,170.00,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,2,Asa Sul,,0,0,2,0,0
2026-05-28,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,13.00,234.00,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,0,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,3,Asa Norte,,0,0,3,0,0
2026-05-28,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,0,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,27.00,486.00,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,4,Lago Sul,,0,0,1,0,0
2026-05-28,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,4.00,72.00,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,5,Águas Claras,,0,0,2,0,0
2026-05-28,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,15.00,270.00,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,6,Brasília Shopping,,0,0,2,0,0
2026-05-28,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,9.00,198.00,0,0,0
2026-05-28,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,26.00,468.00,0,0,0
2026-05-28,1029,BOMBOM DE UVA,2,Asa Sul,degust,7.00,126.00,0,0,0
2026-05-28,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,0,0,0,0
2026-05-28,1029,BOMBOM DE UVA,2,Asa Sul,,0,0,1,0,0
2026-05-28,1029,BOMBOM DE UVA,3,Asa Norte,,0,0,2,0,0
2026-05-28,1029,BOMBOM DE UVA,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-05-28,1029,BOMBOM DE UVA,3,Asa Norte,degust,1.00,0,0,0,0
2026-05-28,1029,BOMBOM DE UVA,3,Asa Norte,degust,5.00,90.00,0,0,0
2026-05-28,1029,BOMBOM DE UVA,4,Lago Sul,degust,4.00,72.00,0,0,0
2026-05-28,1029,BOMBOM DE UVA,5,Águas Claras,degust,4.00,72.00,0,0,0
2026-05-28,1029,BOMBOM DE UVA,5,Águas Claras,,0,0,1,0,0
2026-05-28,1029,BOMBOM DE UVA,5,Águas Claras,degust,1.00,85.00,0,0,0
2026-05-28,1029,BOMBOM DE UVA,6,Brasília Shopping,,0,0,1,0,0
2026-05-28,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,7.00,126.00,0,0,0
2026-05-28,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,3.00,117.00,0,0,0
2026-05-28,1342,DOCE NO POTE CASADINHO,2,Asa Sul,,0,0,4,0,0
2026-05-28,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,1.00,39.00,0,0,0
2026-05-28,1342,DOCE NO POTE CASADINHO,4,Lago Sul,,0,0,1,0,0
2026-05-28,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,,0,0,1,0,0
2026-05-28,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,1.00,39.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,1,Fábrica,,0,0,0,0,457
2026-05-29,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,22.00,396.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,3.00,255.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,36.00,648.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,1.00,85.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,3.00,54.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,2.00,170.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,8.00,144.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,1.00,0,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,8.00,176.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,27.00,486.00,0,0,0
2026-05-29,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,2.00,200.00,0,0,0
2026-05-29,1029,BOMBOM DE UVA,2,Asa Sul,degust,11.00,198.00,0,0,0
2026-05-29,1029,BOMBOM DE UVA,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-05-29,1029,BOMBOM DE UVA,3,Asa Norte,degust,14.00,252.00,0,0,0
2026-05-29,1029,BOMBOM DE UVA,4,Lago Sul,degust,6.00,108.00,0,0,0
2026-05-29,1029,BOMBOM DE UVA,4,Lago Sul,degust,1.00,85.00,0,0,0
2026-05-29,1029,BOMBOM DE UVA,5,Águas Claras,degust,1.00,0,0,0,0
2026-05-29,1029,BOMBOM DE UVA,5,Águas Claras,degust,8.00,144.00,0,0,0
2026-05-29,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,9.00,162.00,0,0,0
2026-05-29,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,3.00,117.00,0,0,0
2026-05-29,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,3.00,117.00,0,0,0
2026-05-29,1342,DOCE NO POTE CASADINHO,4,Lago Sul,degust,2.00,78.00,0,0,0
2026-05-29,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,2.00,78.00,0,0,0
2026-05-29,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,4.00,156.00,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,1.00,0,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,27.00,486.00,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,3.00,255.00,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,36.00,648.00,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,3.00,0,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,1.00,0,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,9.00,162.00,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,21.00,378.00,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,1.00,85.00,0,0,0
2026-05-30,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,16.00,304.00,0,0,0
2026-05-30,1029,BOMBOM DE UVA,2,Asa Sul,degust,10.00,180.00,0,0,0
2026-05-30,1029,BOMBOM DE UVA,2,Asa Sul,degust,1.00,0,0,0,0
2026-05-30,1029,BOMBOM DE UVA,3,Asa Norte,degust,5.00,90.00,0,0,0
2026-05-30,1029,BOMBOM DE UVA,3,Asa Norte,degust,3.00,0,0,0,0
2026-05-30,1029,BOMBOM DE UVA,4,Lago Sul,degust,1.00,0,0,0,0
2026-05-30,1029,BOMBOM DE UVA,4,Lago Sul,degust,2.00,36.00,0,0,0
2026-05-30,1029,BOMBOM DE UVA,5,Águas Claras,degust,1.00,85.00,0,0,0
2026-05-30,1029,BOMBOM DE UVA,5,Águas Claras,degust,8.00,144.00,0,0,0
2026-05-30,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,6.00,108.00,0,0,0
2026-05-30,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,1.00,39.00,0,0,0
2026-05-30,1342,DOCE NO POTE CASADINHO,4,Lago Sul,degust,1.00,39.00,0,0,0
2026-05-30,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,2.00,78.00,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,3.00,255.00,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,19.00,342.00,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,0,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,19.00,342.00,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,1.00,85.00,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,10.00,180.00,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,15.00,270.00,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,15.00,278.00,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,1.00,22.00,0,0,0
2026-05-31,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,1.00,100.00,0,0,0
2026-05-31,1029,BOMBOM DE UVA,2,Asa Sul,degust,10.00,180.00,0,0,0
2026-05-31,1029,BOMBOM DE UVA,3,Asa Norte,degust,2.00,0,0,0,0
2026-05-31,1029,BOMBOM DE UVA,3,Asa Norte,degust,5.00,90.00,0,0,0
2026-05-31,1029,BOMBOM DE UVA,4,Lago Sul,degust,3.00,54.00,0,0,0
2026-05-31,1029,BOMBOM DE UVA,5,Águas Claras,degust,8.00,144.00,0,0,0
2026-05-31,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,9.00,174.00,0,0,0
2026-05-31,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,1.00,22.00,0,0,0
2026-05-31,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,2.00,78.00,0,0,0
2026-05-31,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,1.00,39.00,0,0,0
2026-05-31,1342,DOCE NO POTE CASADINHO,4,Lago Sul,degust,1.00,39.00,0,0,0
2026-05-31,1342,DOCE NO POTE CASADINHO,5,Águas Claras,degust,1.00,39.00,0,0,0
2026-06-01,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,2.00,0,0,0,0
2026-06-01,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,10.00,180.00,0,0,0
2026-06-01,1028,BOMBOM DE MORANGO,2,Asa Sul,,0,0,2,0,0
2026-06-01,1028,BOMBOM DE MORANGO,3,Asa Norte,degust,16.00,288.00,0,0,0
2026-06-01,1028,BOMBOM DE MORANGO,3,Asa Norte,,0,0,2,0,0
2026-06-01,1028,BOMBOM DE MORANGO,4,Lago Sul,degust,7.00,126.00,0,0,0
2026-06-01,1028,BOMBOM DE MORANGO,4,Lago Sul,,0,0,1,0,0
2026-06-01,1028,BOMBOM DE MORANGO,5,Águas Claras,,0,0,1,0,0
2026-06-01,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,3.00,0,0,0,0
2026-06-01,1028,BOMBOM DE MORANGO,5,Águas Claras,degust,9.00,162.00,0,0,0
2026-06-01,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,1.00,85.00,0,0,0
2026-06-01,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,30.00,540.00,0,0,0
2026-06-01,1028,BOMBOM DE MORANGO,6,Brasília Shopping,,0,0,2,0,0
2026-06-01,1028,BOMBOM DE MORANGO,6,Brasília Shopping,degust,2.00,44.00,0,0,0
2026-06-01,1029,BOMBOM DE UVA,2,Asa Sul,degust,2.00,0,0,0,0
2026-06-01,1029,BOMBOM DE UVA,2,Asa Sul,,0,0,1,0,0
2026-06-01,1029,BOMBOM DE UVA,2,Asa Sul,degust,9.00,162.00,0,0,0
2026-06-01,1029,BOMBOM DE UVA,3,Asa Norte,degust,2.00,36.00,0,0,0
2026-06-01,1029,BOMBOM DE UVA,3,Asa Norte,,0,0,1,0,0
2026-06-01,1029,BOMBOM DE UVA,4,Lago Sul,,0,0,1,0,0
2026-06-01,1029,BOMBOM DE UVA,5,Águas Claras,degust,3.00,0,0,0,0
2026-06-01,1029,BOMBOM DE UVA,5,Águas Claras,degust,7.00,126.00,0,0,0
2026-06-01,1029,BOMBOM DE UVA,6,Brasília Shopping,degust,18.00,324.00,0,0,0
2026-06-01,1342,DOCE NO POTE CASADINHO,2,Asa Sul,degust,3.00,117.00,0,0,0
2026-06-01,1342,DOCE NO POTE CASADINHO,3,Asa Norte,degust,1.00,39.00,0,0,0
2026-06-01,1342,DOCE NO POTE CASADINHO,3,Asa Norte,,0,0,1,0,0
2026-06-01,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,,0,0,1,0,0
2026-06-01,1342,DOCE NO POTE CASADINHO,6,Brasília Shopping,degust,2.00,78.00,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,4.00,340.00,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,2,Asa Sul,degust,16.00,288.00,0,0,0
2026-06-02,1028,BOMBOM DE MORANGO,2,Asa Sul,,0,0,3,0,0
